Epoch,Train Loss,Test Loss
0,0.20503279837965965,0.1432270772755146
1,0.11535136456787586,0.104379852861166
2,0.09731198992580176,0.09530864804983138
3,0.08940980864316225,0.08508576676249505
4,0.08630395447462798,0.09305877462029458
5,0.08262963478267193,0.07954908609390259
6,0.08001097956672311,0.07769396975636482
7,0.07754462455958128,0.07551899515092372
8,0.07606216254085302,0.07514960244297982
9,0.07343421790748834,0.07245399467647076
10,0.07246991184353828,0.07155122570693492
11,0.0712832109592855,0.08209580183029175
12,0.07034032462537289,0.07057081311941146
13,0.06882943869382142,0.06691088899970055
14,0.06838199776038527,0.06895852349698543
15,0.06775844798237085,0.06632830463349819
16,0.06724756238982081,0.06513665653765202
17,0.06614664281532169,0.07161477915942668
18,0.06562224864587188,0.06968238949775696
19,0.06520125983282923,0.0646143950521946
20,0.0651998211145401,0.07052212171256542
21,0.06433756610378623,0.0665318112820387
22,0.06361886153370142,0.06179078072309494
23,0.06314279448613525,0.06128002554178238
24,0.06275751369819045,0.06300359591841698
25,0.062554628521204,0.06208941414952278
26,0.06224854134395719,0.06300845295190811
27,0.06153839511051774,0.05911953523755074
28,0.0615341567620635,0.06114395707845688
29,0.060934550803154706,0.06739379242062568
30,0.06079559487104416,0.05863333977758885
31,0.060432366605848074,0.05960289873182774
32,0.05995096754282713,0.05796758830547333
33,0.060032092835754156,0.05933479815721512
34,0.05988971289619804,0.05972099080681801
35,0.0592300838753581,0.05956205911934376
36,0.059171588018536565,0.05692376494407654
37,0.058857974506914615,0.06464954391121865
38,0.05885978580638766,0.0568590197712183
39,0.05818105498328805,0.05601849481463432
40,0.058304673071950676,0.06206636987626553
41,0.05812895938754082,0.06837506480515003
42,0.05773412334173918,0.06031200289726257
43,0.057683931697160004,0.0594749603420496
44,0.05771346320211888,0.050678301602602005
45,0.0573362305238843,0.0626867700368166
46,0.05736369146034122,0.060545779392123224
47,0.05710745718702674,0.055203412845730784
48,0.05704036728665233,0.05581717751920223
49,0.05682305116206408,0.05633166842162609
50,0.05710306833684444,0.058388381451368335
51,0.05655365988239646,0.060001679509878156
52,0.05649978702515364,0.05289931744337082
53,0.056574409149587154,0.05625975169241428
54,0.05624517890065908,0.05429312102496624
55,0.05622854818031192,0.05720445439219475
56,0.05597649178653955,0.05401914156973362
57,0.05630701078101993,0.05072940811514855
58,0.05564965149015188,0.05645189695060253
59,0.056111739568412304,0.055884873121976854
60,0.05576067968457937,0.05667602866888046
61,0.055623032167553904,0.05553543232381344
62,0.055863047093153,0.05677608735859394
63,0.055836365681141614,0.058843369409441945
64,0.05533210020512343,0.0548259437084198
65,0.05540137015655637,0.05522401668131351
66,0.05527156139165163,0.06094039678573608
67,0.055142432313412426,0.05144815742969513
68,0.05535694105550647,0.052163079380989075
69,0.0551152786500752,0.05672126226127148
70,0.05485046724230051,0.05322076193988323
71,0.05523869762942195,0.05153625011444092
72,0.054582512218505144,0.06749513447284698
73,0.054854228604584936,0.0571972768753767
74,0.05488577967137098,0.05637082681059837
75,0.0544066142141819,0.05203329585492611
76,0.05451722862198949,0.05620436184108257
77,0.054694399308413265,0.05720759257674217
78,0.05442454838007688,0.050941089540719985
79,0.0541331341303885,0.055191903561353686
80,0.054355520781129596,0.05183720253407955
81,0.05426608724147081,0.0551769994199276
82,0.05403143478929996,0.05166073553264141
83,0.054216647680848835,0.05408038944005966
84,0.05378815934062004,0.05826219245791435
85,0.053817195773124694,0.054795441403985026
86,0.053796187158674,0.05786365084350109
87,0.05386928259208799,0.05417483262717724
88,0.05362336863577366,0.05191093496978283
89,0.05392226303741336,0.06024461723864079
90,0.05362718223407865,0.054933423176407814
91,0.053344847463071346,0.05418055057525635
92,0.05328458435460925,0.058578258380293846
93,0.05317807638645172,0.05392339900135994
94,0.05323881658911705,0.05432599224150181
95,0.05350837428122759,0.05235062204301357
96,0.05304808310046792,0.051186013594269754
97,0.053252194423228504,0.05056813955307007
98,0.05289356592670083,0.053808124363422395
99,0.05301237636059523,0.05388324223458767
100,0.048037721753120426,0.047014199383556846
101,0.04763925752416253,0.049371282756328586
102,0.04729142371192575,0.047504151985049245
103,0.047177665125578645,0.048051252588629724
104,0.047029570288956164,0.05000032875686884
105,0.04699869682267308,0.0487626563757658
106,0.046651495225727556,0.0499463239684701
107,0.046763994731009007,0.04747719801962376
108,0.04666048589721322,0.046242499351501466
109,0.04639903273060918,0.04811437726020813
110,0.04651794777810574,0.04558805227279663
111,0.04636015708744526,0.047568174079060555
112,0.046182384710758924,0.04861343093216419
113,0.0461917418576777,0.04748536348342895
114,0.045959138568490744,0.05149238184094429
115,0.04623372696712613,0.04682125002145767
116,0.04597665037587285,0.046445184759795664
117,0.04599862699583173,0.047275096923112866
118,0.0457680518142879,0.04637827780097723
119,0.045626277539879086,0.04553060587495565
120,0.04558515574783087,0.050852978229522706
121,0.045754893820732834,0.048950861766934396
122,0.045573765836656094,0.04945349805057049
123,0.04528546856716275,0.04540005512535572
124,0.045483326744288205,0.04854877591133118
125,0.04545080688595772,0.04570365324616432
126,0.045325285911560056,0.04570318069308996
127,0.045688760869204995,0.04773259051144123
128,0.04518878564983606,0.04912041500210762
129,0.045393840175122026,0.048999606259167196
130,0.04530323655158281,0.04491268172860145
131,0.045100279223173854,0.053576451167464255
132,0.045131728742271664,0.04664927124977112
133,0.045159867275506256,0.05198873393237591
134,0.04492466037347913,0.05017057843506336
135,0.045025273963809016,0.04775412399321795
136,0.04515258549153805,0.04472424201667309
137,0.044814587365835906,0.048391982167959216
138,0.04516294421628118,0.04754976630210876
139,0.04509668203815818,0.04800986871123314
140,0.04476604872569442,0.04729116577655077
141,0.04496149421110749,0.04797708503901958
142,0.044941645335406066,0.0477736372500658
143,0.0450313251465559,0.048438428714871404
144,0.0447212293446064,0.04471993446350098
145,0.044917029201984406,0.04742907285690308
146,0.04463272456079721,0.04499898366630077
147,0.04472103321552277,0.04808048792183399
148,0.04467335090786219,0.049320004880428314
149,0.0449048414863646,0.046723352000117305
150,0.044643546760082246,0.048598699271678925
151,0.04455812081322074,0.047287855111062524
152,0.04488385741040111,0.048628180474042895
153,0.0443920805901289,0.04689484760165215
154,0.04459229027852416,0.04908894896507263
155,0.044519066259264946,0.045790094137191775
156,0.04456141975522041,0.049431540071964264
157,0.04445191665738821,0.04600184131413698
158,0.04442159668728709,0.045306040719151494
159,0.04450630709528923,0.04614089019596577
160,0.044530838198959824,0.046788505464792254
161,0.04433799843490124,0.04883965626358986
162,0.04438515726849437,0.050933523662388326
163,0.04426798404380679,0.046253539994359015
164,0.04438589452579617,0.047266314178705214
165,0.04420753202959895,0.04774356484413147
166,0.04449872468411922,0.045668331906199455
167,0.04416982565075159,0.04612589739263058
168,0.04429581326618791,0.04808453731238842
169,0.04417554269358516,0.04458922892808914
170,0.044171161387115715,0.046633828431367874
171,0.04426472975686192,0.048951590433716774
172,0.04408981211856008,0.04720885530114174
173,0.04394259507581592,0.04574278667569161
174,0.04437908854335546,0.04963174164295196
175,0.044121759314090014,0.04776757340878248
176,0.04393746083974838,0.04896875619888306
177,0.043941991295665506,0.04647594578564167
178,0.04398411612957716,0.04835128542035818
179,0.04407276013866067,0.04520033150911331
180,0.044141321558505295,0.050080776959657666
181,0.04408792740851641,0.04738383963704109
182,0.043977336540818215,0.04635998904705048
183,0.043957817725837234,0.04761762265115976
184,0.04385447155684233,0.04657327067106962
